Mon Dec  2 11:21:01 EST 2013, 20.76, %O2
Mon Dec  2 11:22:02 EST 2013, 20.76, %O2
Mon Dec  2 11:23:01 EST 2013, 20.75, %O2
Mon Dec  2 11:24:02 EST 2013, 20.76, %O2
Mon Dec  2 11:25:01 EST 2013, 20.74, %O2
Mon Dec  2 11:26:01 EST 2013, 20.76, %O2
Mon Dec  2 11:27:01 EST 2013, 20.75, %O2
Mon Dec  2 11:28:01 EST 2013, 20.75, %O2
Mon Dec  2 11:29:02 EST 2013, 20.77, %O2
Mon Dec  2 11:30:01 EST 2013, 20.74, %O2
Mon Dec  2 11:31:02 EST 2013, 20.75, %O2
Mon Dec  2 11:32:01 EST 2013, 20.76, %O2
Mon Dec  2 11:33:02 EST 2013, 20.76, %O2
Mon Dec  2 11:34:01 EST 2013, 20.75, %O2
Mon Dec  2 11:35:02 EST 2013, 20.74, %O2
Mon Dec  2 11:36:01 EST 2013, 20.73, %O2
Mon Dec  2 11:37:02 EST 2013, 20.75, %O2
Mon Dec  2 11:38:01 EST 2013, 20.75, %O2
Mon Dec  2 11:39:02 EST 2013, 20.78, %O2
Mon Dec  2 11:40:02 EST 2013, 20.75, %O2
Mon Dec  2 11:41:01 EST 2013, 20.74, %O2
Mon Dec  2 11:42:02 EST 2013, 20.75, %O2
Mon Dec  2 11:43:02 EST 2013, 20.76, %O2
Mon Dec  2 11:44:01 EST 2013, 20.76, %O2
Mon Dec  2 11:45:02 EST 2013, 20.74, %O2
Mon Dec  2 11:46:01 EST 2013, 20.76, %O2
Mon Dec  2 11:47:02 EST 2013, 20.75, %O2
Mon Dec  2 11:48:01 EST 2013, 20.76, %O2
Mon Dec  2 11:49:01 EST 2013, 20.77, %O2
Mon Dec  2 11:50:02 EST 2013, 20.75, %O2
Mon Dec  2 11:51:01 EST 2013, 20.75, %O2
Mon Dec  2 11:52:02 EST 2013, 20.75, %O2
Mon Dec  2 11:53:01 EST 2013, 20.75, %O2
Mon Dec  2 11:54:02 EST 2013, 20.75, %O2
Mon Dec  2 11:55:01 EST 2013, 20.74, %O2
Mon Dec  2 11:56:01 EST 2013, 20.75, %O2
Mon Dec  2 11:57:02 EST 2013, 20.77, %O2
Mon Dec  2 11:58:01 EST 2013, 20.78, %O2
Mon Dec  2 11:59:02 EST 2013, 20.75, %O2
Mon Dec  2 12:00:01 EST 2013, 20.75, %O2
Mon Dec  2 12:01:02 EST 2013, 20.76, %O2
Mon Dec  2 12:02:01 EST 2013, 20.78, %O2
Mon Dec  2 12:03:02 EST 2013, 20.76, %O2
Mon Dec  2 12:04:01 EST 2013, 20.74, %O2
Mon Dec  2 12:05:02 EST 2013, 20.78, %O2
Mon Dec  2 12:06:01 EST 2013, 20.77, %O2
Mon Dec  2 12:07:02 EST 2013, 20.76, %O2
Mon Dec  2 12:08:01 EST 2013, 20.78, %O2
Mon Dec  2 12:09:02 EST 2013, 20.76, %O2
Mon Dec  2 12:10:02 EST 2013, 20.76, %O2
Mon Dec  2 12:11:01 EST 2013, 20.76, %O2
Mon Dec  2 12:12:02 EST 2013, 20.78, %O2
Mon Dec  2 12:13:01 EST 2013, 20.77, %O2
Mon Dec  2 12:14:02 EST 2013, 20.76, %O2
Mon Dec  2 12:15:01 EST 2013, 20.78, %O2
Mon Dec  2 12:16:02 EST 2013, 20.76, %O2
Mon Dec  2 12:17:02 EST 2013, 20.78, %O2
Mon Dec  2 12:18:01 EST 2013, 20.75, %O2
Mon Dec  2 12:19:02 EST 2013, 20.78, %O2
Mon Dec  2 12:20:01 EST 2013, 20.76, %O2
Mon Dec  2 12:21:02 EST 2013, 20.77, %O2
Mon Dec  2 12:22:01 EST 2013, 20.77, %O2
Mon Dec  2 12:23:02 EST 2013, 20.77, %O2
Mon Dec  2 12:24:01 EST 2013, 20.78, %O2
Mon Dec  2 12:25:01 EST 2013, 20.77, %O2
Mon Dec  2 12:26:02 EST 2013, 20.78, %O2
Mon Dec  2 12:27:01 EST 2013, 20.78, %O2
Mon Dec  2 12:28:02 EST 2013, 20.76, %O2
Mon Dec  2 12:29:01 EST 2013, 20.78, %O2
Mon Dec  2 12:30:02 EST 2013, 20.78, %O2
Mon Dec  2 12:31:01 EST 2013, 20.78, %O2
Mon Dec  2 12:32:02 EST 2013, 20.78, %O2
Mon Dec  2 12:33:01 EST 2013, 20.77, %O2
Mon Dec  2 12:34:02 EST 2013, 20.76, %O2
Mon Dec  2 12:35:01 EST 2013, 20.77, %O2
Mon Dec  2 12:36:02 EST 2013, 20.76, %O2
Mon Dec  2 12:37:01 EST 2013, 20.77, %O2
Mon Dec  2 12:38:02 EST 2013, 20.77, %O2
Mon Dec  2 12:39:01 EST 2013, 20.79, %O2
Mon Dec  2 12:40:01 EST 2013, 20.75, %O2
Mon Dec  2 12:41:02 EST 2013, 20.78, %O2
Mon Dec  2 12:42:01 EST 2013, 20.77, %O2
Mon Dec  2 12:43:02 EST 2013, 20.77, %O2
Mon Dec  2 12:44:01 EST 2013, 20.76, %O2
Mon Dec  2 12:45:02 EST 2013, 20.77, %O2
Mon Dec  2 12:46:02 EST 2013, 20.79, %O2
Mon Dec  2 12:47:01 EST 2013, 20.76, %O2
Mon Dec  2 12:48:02 EST 2013, 20.78, %O2
Mon Dec  2 12:49:01 EST 2013, 20.78, %O2
Mon Dec  2 12:50:01 EST 2013, 20.78, %O2
Mon Dec  2 12:51:02 EST 2013, 20.78, %O2
Mon Dec  2 12:52:01 EST 2013, 20.78, %O2
Mon Dec  2 12:53:02 EST 2013, 20.79, %O2
Mon Dec  2 12:54:01 EST 2013, 20.76, %O2
Mon Dec  2 12:55:02 EST 2013, 20.78, %O2
Mon Dec  2 12:56:01 EST 2013, 20.78, %O2
Mon Dec  2 12:57:02 EST 2013, 20.79, %O2
Mon Dec  2 12:58:01 EST 2013, 20.78, %O2
Mon Dec  2 12:59:02 EST 2013, 20.8, %O2
Mon Dec  2 13:00:01 EST 2013, 20.78, %O2
Mon Dec  2 13:01:01 EST 2013, 20.78, %O2
Mon Dec  2 13:02:02 EST 2013, 20.79, %O2
Mon Dec  2 13:03:01 EST 2013, 20.8, %O2
Mon Dec  2 13:04:02 EST 2013, 20.78, %O2
Mon Dec  2 13:05:01 EST 2013, 20.79, %O2
Mon Dec  2 13:06:02 EST 2013, 20.78, %O2
Mon Dec  2 13:07:01 EST 2013, 20.76, %O2
Mon Dec  2 13:08:01 EST 2013, 20.79, %O2
Mon Dec  2 13:09:02 EST 2013, 20.78, %O2
Mon Dec  2 13:10:02 EST 2013, 20.8, %O2
Mon Dec  2 13:11:01 EST 2013, 20.78, %O2
Mon Dec  2 13:12:02 EST 2013, 20.78, %O2
Mon Dec  2 13:13:01 EST 2013, 20.78, %O2
Mon Dec  2 13:14:02 EST 2013, 20.77, %O2
Mon Dec  2 13:15:01 EST 2013, 20.77, %O2
Mon Dec  2 13:16:02 EST 2013, 20.77, %O2
Mon Dec  2 13:17:01 EST 2013, 20.78, %O2
Mon Dec  2 13:18:01 EST 2013, 20.78, %O2
Mon Dec  2 13:19:02 EST 2013, 20.78, %O2
Mon Dec  2 13:20:01 EST 2013, 20.78, %O2
Mon Dec  2 13:21:02 EST 2013, 20.78, %O2
Mon Dec  2 13:22:01 EST 2013, 20.78, %O2
